Region,Org Code,Provider name,Modality, Apr , May , Jun , Jul , Aug , Sep , Oct , Nov , Dec , Jan , Feb , Mar , Year 
 Y59 , NVM , Epsomedical Group , Plain Radiography , 50 , 30 , 30 , 45 , 40 , 45 , 35 , 30 , 20 , 25 , 35 , 20 , 400 
 Y59 , RDU , Frimley Health NHS Foundation Trust , Computerized Axial Tomography ," 5,345 "," 6,005 "," 5,725 "," 6,140 "," 5,700 "," 5,725 "," 6,290 "," 5,865 "," 6,205 "," 6,620 "," 6,265 "," 5,105 "," 70,995 "
 Y59 , RDU , Frimley Health NHS Foundation Trust , Diagnostic Ultrasonography ," 13,845 "," 14,555 "," 13,510 "," 14,710 "," 13,070 "," 13,685 "," 14,810 "," 14,360 "," 12,880 "," 14,710 "," 13,065 "," 11,315 "," 164,520 "
 Y59 , RDU , Frimley Health NHS Foundation Trust , Fluoroscopy , 655 , 730 , 670 , 790 , 715 , 715 , 690 , 730 , 615 , 875 , 685 , 600 ," 8,475 "
 Y59 , RDU , Frimley Health NHS Foundation Trust , Magnetic Resonance Imaging ," 3,270 "," 3,440 "," 3,450 "," 3,675 "," 3,620 "," 3,310 "," 3,315 "," 3,595 "," 3,730 "," 3,925 "," 4,035 "," 2,720 "," 42,090 "
 Y59 , RDU , Frimley Health NHS Foundation Trust , Nuclear Medicine Procedure , 125 , 150 , 130 , 170 , 125 , 140 , 175 , 185 , 145 , 180 , 160 , 110 ," 1,805 "
 Y59 , RDU , Frimley Health NHS Foundation Trust , Plain Radiography ," 25,780 "," 27,010 "," 25,635 "," 27,190 "," 24,500 "," 25,340 "," 26,510 "," 25,365 "," 23,885 "," 27,250 "," 24,290 "," 18,150 "," 300,910 "
 Y59 , RDU , Frimley Health NHS Foundation Trust , Single Photon Emission Computerized Tomography , 25 , 30 , 25 , 50 , 30 , 25 , 30 , 35 , 30 , 45 , 40 , 20 , 375 
 Y59 , RN5 , Hampshire Hospitals NHS Foundation Trust , Computerized Axial Tomography ," 2,960 "," 2,830 "," 2,980 "," 2,785 "," 3,045 "," 2,985 "," 3,040 "," 2,945 "," 2,775 "," 3,275 "," 3,115 "," 2,555 "," 35,285 "
 Y59 , RN5 , Hampshire Hospitals NHS Foundation Trust , Diagnostic Ultrasonography ," 5,330 "," 5,690 "," 5,605 "," 6,020 "," 5,235 "," 5,520 "," 6,160 "," 5,615 "," 4,895 "," 5,775 "," 5,380 "," 4,810 "," 66,045 "
 Y59 , RN5 , Hampshire Hospitals NHS Foundation Trust , Fluoroscopy , 660 , 680 , 580 , 710 , 625 , 665 , 690 , 690 , 575 , 610 , 610 , 505 ," 7,600 "
 Y59 , RN5 , Hampshire Hospitals NHS Foundation Trust , Magnetic Resonance Imaging ," 2,050 "," 1,695 "," 1,890 "," 1,475 "," 1,465 "," 1,385 "," 1,325 "," 1,230 "," 1,675 "," 1,815 "," 1,905 "," 1,615 "," 19,530 "
 Y59 , RN5 , Hampshire Hospitals NHS Foundation Trust , Nuclear Medicine Procedure , 125 , 135 , 125 , 120 , 125 , 110 , 120 , 105 , 75 , 120 , 95 , 60 ," 1,310 "
 Y59 , RN5 , Hampshire Hospitals NHS Foundation Trust , Plain Radiography ," 13,405 "," 13,945 "," 14,490 "," 13,600 "," 13,735 "," 14,995 "," 14,475 "," 12,835 "," 13,460 "," 15,145 "," 13,760 "," 10,530 "," 164,380 "
 Y59 , RN5 , Hampshire Hospitals NHS Foundation Trust , Positron Emission Tomography , 55 , 70 , 85 , 80 , 55 , 55 , 55 , 50 , 50 , 65 , 60 , 60 , 745 
 Y59 , RN5 , Hampshire Hospitals NHS Foundation Trust , Single Photon Emission Computerized Tomography , 5 , 5 , 5 , 5 , 5 , 5 , * , 10 , 10 , 5 , 10 , 10 , 70 
 Y59 , NV1 , Inhealth Limited , Computerized Axial Tomography , 5 , 15 , 20 , 10 , 10 , 25 , 20 , 20 , 20 , 10 , 20 , 5 , 180 
 Y59 , NV1 , Inhealth Limited , Diagnostic Ultrasonography , 635 , 625 , 570 , 625 , 585 , 645 , 705 , 730 , 675 , 490 , 685 , 705 ," 7,675 "
 Y59 , NV1 , Inhealth Limited , Magnetic Resonance Imaging , 185 , 105 , 135 , 120 , 210 , 185 , 165 , 165 , 120 , 115 , 130 , 120 ," 1,750 "
 Y59 , NV1 , Inhealth Limited , Plain Radiography , 5 , * , 5 , * , 5 , 5 , 5 , * , 5 , 5 , 5 , * , 40 
 Y59 , R1F , Isle of Wight NHS Trust , Computerized Axial Tomography ," 1,280 "," 1,315 "," 1,210 "," 1,295 "," 1,370 "," 1,375 "," 1,420 "," 1,315 "," 1,250 "," 1,290 "," 1,340 "," 1,105 "," 15,565 "
 Y59 , R1F , Isle of Wight NHS Trust , Diagnostic Ultrasonography ," 1,375 "," 1,510 "," 1,590 "," 1,415 "," 1,440 "," 1,270 "," 1,315 "," 1,215 "," 1,115 "," 1,395 "," 1,280 ", 990 ," 15,915 "
 Y59 , R1F , Isle of Wight NHS Trust , Fluoroscopy , 135 , 150 , 135 , 145 , 185 , 155 , 135 , 150 , 130 , 150 , 120 , 125 ," 1,715 "
 Y59 , R1F , Isle of Wight NHS Trust , Magnetic Resonance Imaging , 675 , 580 , 625 , 700 , 645 , 565 , 665 , 635 , 615 , 620 , 595 , 585 ," 7,510 "
 Y59 , R1F , Isle of Wight NHS Trust , Plain Radiography ," 5,450 "," 5,595 "," 5,410 "," 5,440 "," 5,385 "," 5,450 "," 5,660 "," 5,355 "," 4,800 "," 5,640 "," 4,955 "," 3,975 "," 63,115 "
 Y59 , RWF , Maidstone and Tunbridge Wells NHS Trust , Computerized Axial Tomography ," 4,075 "," 4,415 "," 4,460 "," 4,640 "," 4,585 "," 4,485 "," 4,730 "," 4,485 "," 4,510 "," 4,755 "," 4,355 "," 3,720 "," 53,220 "
 Y59 , RWF , Maidstone and Tunbridge Wells NHS Trust , Diagnostic Ultrasonography ," 6,745 "," 7,140 "," 6,800 "," 7,250 "," 6,520 "," 6,510 "," 7,040 "," 6,770 "," 6,405 "," 7,080 "," 6,370 "," 5,665 "," 80,305 "
 Y59 , RWF , Maidstone and Tunbridge Wells NHS Trust , Fluoroscopy , 620 , 710 , 595 , 695 , 640 , 655 , 655 , 660 , 555 , 675 , 605 , 485 ," 7,550 "
 Y59 , RWF , Maidstone and Tunbridge Wells NHS Trust , Magnetic Resonance Imaging ," 1,980 "," 2,165 "," 2,140 "," 2,305 "," 2,335 "," 2,165 "," 2,385 "," 2,155 "," 2,080 "," 2,385 "," 2,190 "," 2,270 "," 26,555 "
 Y59 , RWF , Maidstone and Tunbridge Wells NHS Trust , Nuclear Medicine Procedure , 585 , 605 , 485 , 590 , 575 , 490 , 605 , 600 , 490 , 620 , 485 , 560 ," 6,695 "
 Y59 , RWF , Maidstone and Tunbridge Wells NHS Trust , Plain Radiography ," 16,770 "," 17,505 "," 15,975 "," 17,310 "," 15,245 "," 15,850 "," 16,515 "," 15,930 "," 14,880 "," 16,815 "," 15,315 "," 11,640 "," 189,750 "
 Y59 , RWF , Maidstone and Tunbridge Wells NHS Trust , Positron Emission Tomography , 200 , 140 , 180 , 220 , 130 , 175 , 205 , 200 , 175 , 200 , 175 , 170 ," 2,170 "
 Y59 , RWF , Maidstone and Tunbridge Wells NHS Trust , Single Photon Emission Computerized Tomography , 35 , 30 , 15 , 15 , 15 , 25 , 35 , 20 , 35 , 30 , 20 , 30 , 310 
 Y59 , RPA , Medway NHS Foundation Trust , Computerized Axial Tomography ," 2,865 "," 2,990 "," 3,090 "," 3,080 "," 2,995 "," 2,890 "," 2,925 "," 2,945 "," 2,890 "," 2,870 "," 2,990 "," 2,600 "," 35,125 "
 Y59 , RPA , Medway NHS Foundation Trust , Diagnostic Ultrasonography ," 3,090 "," 3,110 "," 2,895 "," 3,255 "," 3,010 "," 3,260 "," 2,830 "," 3,155 "," 2,920 "," 2,905 "," 3,105 "," 2,295 "," 35,825 "
 Y59 , RPA , Medway NHS Foundation Trust , Fluoroscopy , 550 , 700 , 555 , 705 , 585 , 655 , 670 , 625 , 520 , 575 , 605 , 445 ," 7,200 "
 Y59 , RPA , Medway NHS Foundation Trust , Magnetic Resonance Imaging ," 1,605 "," 1,445 "," 1,575 "," 2,070 "," 2,285 "," 1,875 "," 1,865 "," 1,775 "," 1,725 "," 1,725 "," 1,730 "," 1,935 "," 21,610 "
 Y59 , RPA , Medway NHS Foundation Trust , Nuclear Medicine Procedure , 675 , 730 , 605 , 800 , 615 , 700 , 650 , 655 , 655 , 665 , 650 , 530 ," 7,925 "
 Y59 , RPA , Medway NHS Foundation Trust , Plain Radiography ," 12,680 "," 13,185 "," 12,205 "," 13,450 "," 12,325 "," 12,865 "," 13,455 "," 12,815 "," 12,210 "," 13,275 "," 12,725 "," 9,795 "," 150,985 "
 Y59 , RPA , Medway NHS Foundation Trust , Positron Emission Tomography , 60 , 55 , 65 , 90 , 50 , 55 , 75 , 75 , 65 , 70 , 55 , 65 , 785 
 Y59 , RPA , Medway NHS Foundation Trust , Single Photon Emission Computerized Tomography , * , 5 , 5 , . , 5 , . , * , 5 , * , 5 , * , * , 25 
 Y59 , NT2 , Nuffield Health , Computerized Axial Tomography , 15 , 10 , 10 , 10 , 10 , 15 , 10 , 10 , 15 , 20 , 15 , 10 , 150 
 Y59 , NT2 , Nuffield Health , Diagnostic Ultrasonography , 35 , 45 , 30 , 25 , 40 , 40 , 50 , 40 , 35 , 60 , 35 , 30 , 465 
 Y59 , NT2 , Nuffield Health , Fluoroscopy , 25 , 15 , 25 , 10 , 25 , 25 , 25 , 30 , 15 , 20 , 35 , 15 , 260 
 Y59 , NT2 , Nuffield Health , Magnetic Resonance Imaging , 80 , 70 , 60 , 85 , 70 , 75 , 110 , 95 , 85 , 100 , 80 , 85 , 985 
 Y59 , NT2 , Nuffield Health , Plain Radiography , 240 , 265 , 225 , 280 , 195 , 295 , 285 , 280 , 250 , 275 , 255 , 180 ," 3,035 "
 Y59 , RTH , Oxford University Hospitals NHS Foundation Trust , Computerized Axial Tomography ," 6,650 "," 7,080 "," 6,660 "," 7,105 "," 6,875 "," 6,800 "," 7,265 "," 7,105 "," 6,605 "," 7,220 "," 6,870 "," 5,760 "," 81,995 "
 Y59 , RTH , Oxford University Hospitals NHS Foundation Trust , Diagnostic Ultrasonography ," 7,545 "," 7,515 "," 6,945 "," 7,915 "," 7,250 "," 7,015 "," 8,125 "," 7,685 "," 6,730 "," 7,775 "," 6,755 "," 5,720 "," 86,970 "
 Y59 , RTH , Oxford University Hospitals NHS Foundation Trust , Fluoroscopy ," 1,550 "," 1,640 "," 1,555 "," 1,840 "," 1,605 "," 1,625 "," 1,805 "," 1,720 "," 1,580 "," 1,720 "," 1,495 "," 1,320 "," 19,450 "
 Y59 , RTH , Oxford University Hospitals NHS Foundation Trust , Magnetic Resonance Imaging ," 4,090 "," 4,135 "," 3,910 "," 4,090 "," 3,935 "," 4,025 "," 4,455 "," 4,265 "," 4,000 "," 4,055 "," 4,180 "," 3,590 "," 48,735 "
 Y59 , RTH , Oxford University Hospitals NHS Foundation Trust , Nuclear Medicine Procedure , 275 , 290 , 300 , 340 , 295 , 315 , 325 , 320 , 285 , 310 , 280 , 235 ," 3,580 "
 Y59 , RTH , Oxford University Hospitals NHS Foundation Trust , Plain Radiography ," 23,130 "," 24,195 "," 22,400 "," 24,170 "," 21,835 "," 23,330 "," 24,560 "," 23,470 "," 21,515 "," 24,900 "," 22,360 "," 16,465 "," 272,330 "
 Y59 , RTH , Oxford University Hospitals NHS Foundation Trust , Positron Emission Tomography , 365 , 375 , 460 , 440 , 460 , 415 , 435 , 460 , 415 , 500 , 490 , 455 ," 5,270 "
 Y59 , RTH , Oxford University Hospitals NHS Foundation Trust , Single Photon Emission Computerized Tomography , 20 , 35 , 25 , 35 , 25 , 30 , 35 , 30 , 25 , 40 , 30 , 15 , 345 
 Y59 , RHU , Portsmouth Hospitals NHS Trust , Computerized Axial Tomography ," 4,955 "," 5,240 "," 5,085 "," 5,195 "," 5,165 "," 4,860 "," 5,455 "," 5,405 "," 5,240 "," 5,545 "," 5,240 "," 4,350 "," 61,730 "
 Y59 , RHU , Portsmouth Hospitals NHS Trust , Diagnostic Ultrasonography ," 6,925 "," 7,120 "," 6,840 "," 7,215 "," 6,415 "," 6,800 "," 7,335 "," 6,980 "," 6,670 "," 7,375 "," 6,225 "," 5,860 "," 81,765 "
 Y59 , RHU , Portsmouth Hospitals NHS Trust , Fluoroscopy ," 1,195 "," 1,250 "," 1,250 "," 1,340 "," 1,155 "," 1,265 "," 1,310 "," 1,260 "," 1,100 "," 1,300 "," 1,195 "," 1,000 "," 14,620 "
 Y59 , RHU , Portsmouth Hospitals NHS Trust , Magnetic Resonance Imaging ," 2,235 "," 2,555 "," 2,610 "," 2,645 "," 2,740 "," 2,505 "," 2,740 "," 2,785 "," 2,690 "," 2,885 "," 2,695 "," 1,960 "," 31,050 "
 Y59 , RHU , Portsmouth Hospitals NHS Trust , Nuclear Medicine Procedure , 350 , 380 , 380 , 410 , 335 , 350 , 335 , 355 , 295 , 365 , 305 , 285 ," 4,155 "
 Y59 , RHU , Portsmouth Hospitals NHS Trust , Plain Radiography ," 15,990 "," 16,445 "," 15,470 "," 16,915 "," 15,645 "," 15,715 "," 16,470 "," 15,345 "," 15,040 "," 16,665 "," 15,070 "," 11,885 "," 186,655 "
 Y59 , RHU , Portsmouth Hospitals NHS Trust , Positron Emission Tomography , 140 , 170 , 205 , 190 , 180 , 160 , 190 , 175 , 155 , 175 , 170 , 165 ," 2,085 "
 Y59 , RHU , Portsmouth Hospitals NHS Trust , Single Photon Emission Computerized Tomography , 30 , 25 , 25 , 35 , 35 , 35 , 35 , 45 , 30 , 55 , 30 , 25 , 400 
 Y59 , RPC , Queen Victoria Hospital NHS Foundation Trust , Computerized Axial Tomography , 240 , 200 , 220 , 230 , 190 , 185 , 245 , 185 , 155 , 165 , 175 , 150 ," 2,345 "
 Y59 , RPC , Queen Victoria Hospital NHS Foundation Trust , Diagnostic Ultrasonography , 690 , 720 , 705 , 860 , 875 , 655 , 765 , 690 , 645 , 835 , 620 , 505 ," 8,570 "
 Y59 , RPC , Queen Victoria Hospital NHS Foundation Trust , Fluoroscopy , 105 , 85 , 50 , 95 , 45 , 70 , 75 , 80 , 75 , 85 , 60 , 70 , 900 
 Y59 , RPC , Queen Victoria Hospital NHS Foundation Trust , Magnetic Resonance Imaging , 245 , 205 , 195 , 250 , 185 , 225 , 250 , 235 , 180 , 225 , 225 , 185 ," 2,610 "
 Y59 , RPC , Queen Victoria Hospital NHS Foundation Trust , Nuclear Medicine Procedure , 10 , 20 , 20 , 10 , 15 , 20 , 10 , 20 , 5 , 25 , 15 , 25 , 200 
 Y59 , RPC , Queen Victoria Hospital NHS Foundation Trust , Plain Radiography ," 1,720 "," 1,805 "," 1,695 "," 1,855 "," 1,655 "," 1,735 "," 1,825 "," 1,665 "," 1,450 "," 1,680 "," 1,635 "," 1,160 "," 19,880 "
 Y59 , RPC , Queen Victoria Hospital NHS Foundation Trust , Positron Emission Tomography , 10 , 5 , 5 , * , . , 10 , 5 , 5 , 10 , * , 5 , 5 , 55 
 Y59 , RPC , Queen Victoria Hospital NHS Foundation Trust , Single Photon Emission Computerized Tomography , 10 , 20 , 15 , 10 , 10 , 15 , 10 , 15 , 10 , 30 , 20 , 20 , 190 
 Y59 , NVC , Ramsay Healthcare UK Operations Limited , Computerized Axial Tomography , 25 , 35 , 25 , 40 , 25 , 30 , 15 , 15 , 15 , 45 , 25 , 30 , 320 
 Y59 , NVC , Ramsay Healthcare UK Operations Limited , Diagnostic Ultrasonography , 430 , 340 , 405 , 385 , 460 , 285 , 150 , 130 , 110 , 140 , 455 , 300 ," 3,590 "
 Y59 , NVC , Ramsay Healthcare UK Operations Limited , Fluoroscopy , 125 , 120 , 135 , 125 , 130 , 105 , 75 , 75 , 55 , 55 , 125 , 100 ," 1,230 "
 Y59 , NVC , Ramsay Healthcare UK Operations Limited , Magnetic Resonance Imaging , 340 , 370 , 290 , 365 , 360 , 325 , 260 , 225 , 180 , 195 , 350 , 320 ," 3,580 "
 Y59 , NVC , Ramsay Healthcare UK Operations Limited , Plain Radiography , 780 , 840 , 770 , 775 , 735 , 465 , 430 , 355 , 260 , 365 , 735 , 565 ," 7,075 "
 Y59 , RHW , Royal Berkshire NHS Foundation Trust , Computerized Axial Tomography ," 2,910 "," 2,925 "," 3,010 "," 3,285 "," 3,065 "," 2,995 "," 3,355 "," 3,150 "," 3,040 "," 3,265 "," 2,975 "," 2,690 "," 36,660 "
 Y59 , RHW , Royal Berkshire NHS Foundation Trust , Diagnostic Ultrasonography ," 3,030 "," 3,335 "," 2,740 "," 3,135 "," 2,845 "," 3,030 "," 3,040 "," 2,970 "," 2,695 "," 3,160 "," 2,720 "," 2,215 "," 34,910 "
 Y59 , RHW , Royal Berkshire NHS Foundation Trust , Fluoroscopy , 275 , 375 , 350 , 310 , 355 , 370 , 465 , 435 , 335 , 370 , 315 , 265 ," 4,225 "
 Y59 , RHW , Royal Berkshire NHS Foundation Trust , Magnetic Resonance Imaging ," 1,945 "," 1,975 "," 2,105 "," 2,200 "," 2,215 "," 2,165 "," 2,070 "," 1,910 "," 1,765 "," 1,860 "," 1,820 "," 1,535 "," 23,560 "
 Y59 , RHW , Royal Berkshire NHS Foundation Trust , Nuclear Medicine Procedure , 190 , 220 , 180 , 230 , 240 , 210 , 220 , 190 , 150 , 210 , 205 , 145 ," 2,385 "
 Y59 , RHW , Royal Berkshire NHS Foundation Trust , Plain Radiography ," 14,470 "," 15,075 "," 13,945 "," 15,590 "," 13,265 "," 14,495 "," 15,300 "," 13,855 "," 13,135 "," 15,275 "," 13,455 "," 10,345 "," 168,210 "
 Y59 , RA2 , Royal Surrey County Hospital NHS Foundation Trust , Computerized Axial Tomography ," 2,280 "," 2,450 "," 2,340 "," 2,405 "," 2,405 "," 2,465 "," 2,555 "," 2,585 "," 2,325 "," 2,685 "," 2,600 "," 2,080 "," 29,175 "
 Y59 , RA2 , Royal Surrey County Hospital NHS Foundation Trust , Diagnostic Ultrasonography ," 3,230 "," 3,585 "," 3,035 "," 3,355 "," 3,050 "," 3,180 "," 4,075 "," 3,945 "," 3,365 "," 4,020 "," 3,255 "," 2,790 "," 40,895 "
 Y59 , RA2 , Royal Surrey County Hospital NHS Foundation Trust , Fluoroscopy , 385 , 410 , 375 , 415 , 355 , 385 , 430 , 395 , 340 , 460 , 385 , 380 ," 4,710 "
 Y59 , RA2 , Royal Surrey County Hospital NHS Foundation Trust , Magnetic Resonance Imaging ," 1,430 "," 1,530 "," 1,505 "," 1,750 "," 1,475 "," 1,490 "," 1,765 "," 1,715 "," 1,375 "," 1,695 "," 1,510 "," 1,350 "," 18,585 "
 Y59 , RA2 , Royal Surrey County Hospital NHS Foundation Trust , Medical Photography , 340 , 380 , 380 , 435 , 405 , 380 , 495 , 420 , 375 , 465 , 485 , 330 ," 4,895 "
 Y59 , RA2 , Royal Surrey County Hospital NHS Foundation Trust , Nuclear Medicine Procedure , 480 , 500 , 505 , 580 , 705 , 710 , 745 , 740 , 640 , 625 , 475 , 655 ," 7,370 "
 Y59 , RA2 , Royal Surrey County Hospital NHS Foundation Trust , Plain Radiography ," 8,485 "," 8,825 "," 8,165 "," 8,715 "," 8,165 "," 8,360 "," 8,855 "," 8,455 "," 7,995 "," 9,185 "," 8,305 "," 6,290 "," 99,810 "
 Y59 , RA2 , Royal Surrey County Hospital NHS Foundation Trust , Positron Emission Tomography , 205 , 190 , 215 , 195 , 170 , 200 , 220 , 210 , 150 , 240 , 185 , 185 ," 2,370 "
 Y59 , RA2 , Royal Surrey County Hospital NHS Foundation Trust , Single Photon Emission Computerized Tomography , 105 , 105 , 145 , 105 , 100 , 120 , 165 , 100 , 130 , 125 , 100 , 115 ," 1,420 "
 Y59 , RW1 , Southern Health NHS Foundation Trust , Computerized Axial Tomography , 455 , 330 , 395 , 425 , 410 , 460 , 455 , 430 , 395 , 475 , 470 , 370 ," 5,065 "
 Y59 , RW1 , Southern Health NHS Foundation Trust , Diagnostic Ultrasonography ," 1,185 "," 1,365 "," 1,065 "," 1,205 "," 1,180 "," 1,170 "," 1,380 "," 1,230 "," 1,125 "," 1,030 "," 1,090 ", 865 ," 13,895 "
 Y59 , RW1 , Southern Health NHS Foundation Trust , Fluoroscopy , 40 , 30 , 40 , 60 , 55 , 40 , 45 , 35 , 35 , 50 , 45 , 20 , 500 
 Y59 , RW1 , Southern Health NHS Foundation Trust , Magnetic Resonance Imaging , 395 , 435 , 435 , 475 , 395 , 395 , 405 , 430 , 340 , 485 , 475 , 400 ," 5,060 "
 Y59 , RW1 , Southern Health NHS Foundation Trust , Plain Radiography ," 4,035 "," 4,030 "," 3,790 "," 4,065 "," 3,465 "," 3,735 "," 3,780 "," 3,365 "," 3,170 "," 4,090 "," 3,695 "," 2,535 "," 43,750 "
 Y59 , NT3 , Spire Healthcare , Computerized Axial Tomography , 95 , 105 , 110 , 120 , 100 , 90 , 145 , 130 , 95 , 110 , 90 , 85 ," 1,275 "
 Y59 , NT3 , Spire Healthcare , Diagnostic Ultrasonography , 220 , 190 , 205 , 245 , 200 , 265 , 305 , 230 , 195 , 250 , 280 , 190 ," 2,775 "
 Y59 , NT3 , Spire Healthcare , Fluoroscopy , 235 , 245 , 240 , 250 , 200 , 250 , 245 , 250 , 185 , 210 , 210 , 140 ," 2,665 "
 Y59 , NT3 , Spire Healthcare , Magnetic Resonance Imaging ," 1,025 "," 1,150 "," 1,130 "," 1,300 "," 1,140 "," 1,090 "," 1,120 "," 1,080 ", 790 ," 1,055 ", 930 , 865 ," 12,675 "
 Y59 , NT3 , Spire Healthcare , Plain Radiography , 845 , 840 , 860 , 945 , 815 , 945 , 955 ," 1,005 ", 680 , 980 ," 1,090 ", 730 ," 10,685 "
 Y59 , RTP , Surrey and Sussex Healthcare NHS Trust , Computerized Axial Tomography ," 3,635 "," 3,610 "," 3,445 "," 3,840 "," 3,575 "," 3,505 "," 3,865 "," 4,020 "," 3,980 "," 4,195 "," 3,885 "," 3,330 "," 44,885 "
 Y59 , RTP , Surrey and Sussex Healthcare NHS Trust , Diagnostic Ultrasonography ," 4,765 "," 4,695 "," 4,650 "," 4,905 "," 4,565 "," 4,610 "," 4,990 "," 5,225 "," 4,940 "," 5,685 "," 5,060 "," 4,375 "," 58,465 "
 Y59 , RTP , Surrey and Sussex Healthcare NHS Trust , Fluoroscopy , 315 , 335 , 335 , 335 , 305 , 325 , 320 , 325 , 275 , 335 , 315 , 310 ," 3,830 "
 Y59 , RTP , Surrey and Sussex Healthcare NHS Trust , Magnetic Resonance Imaging ," 1,375 "," 1,330 "," 1,075 "," 1,230 "," 1,265 "," 1,345 "," 1,405 "," 1,420 "," 1,300 "," 1,325 "," 1,480 "," 1,465 "," 16,020 "
 Y59 , RTP , Surrey and Sussex Healthcare NHS Trust , Nuclear Medicine Procedure , 145 , 185 , 155 , 155 , 170 , 180 , 170 , 165 , 175 , 145 , 160 , 150 ," 1,955 "
 Y59 , RTP , Surrey and Sussex Healthcare NHS Trust , Plain Radiography ," 11,335 "," 11,690 "," 11,200 "," 12,125 "," 10,785 "," 11,175 "," 11,805 "," 12,310 "," 11,840 "," 12,700 "," 11,575 "," 9,295 "," 137,830 "
 Y59 , RTP , Surrey and Sussex Healthcare NHS Trust , Positron Emission Tomography , . , . , * , * , * , . , . , . , * , * , * , * , 10 
 Y59 , RTP , Surrey and Sussex Healthcare NHS Trust , Single Photon Emission Computerized Tomography , 10 , 5 , 5 , 5 , 10 , 5 , 5 , 5 , 5 , 5 , 5 , 10 , 80 
 Y59 , RDR , Sussex Community NHS Foundation Trust , Diagnostic Ultrasonography ," 1,090 ", 965 , 820 ," 1,210 ", 825 ," 1,155 "," 1,385 "," 1,180 ", 830 ," 1,060 ", 955 , 800 ," 12,280 "
 Y59 , RDR , Sussex Community NHS Foundation Trust , Plain Radiography ," 3,460 "," 3,460 "," 3,165 "," 3,790 "," 3,390 "," 3,285 "," 3,785 "," 3,345 "," 2,880 "," 3,500 "," 3,210 "," 2,405 "," 39,680 "
 Y59 , RHM , University Hospital Southampton NHS Foundation Trust , Computerized Axial Tomography ," 4,570 "," 4,990 "," 4,500 "," 4,910 "," 4,660 "," 4,735 "," 4,915 "," 4,640 "," 4,505 "," 4,995 "," 4,420 "," 3,990 "," 55,820 "
 Y59 , RHM , University Hospital Southampton NHS Foundation Trust , Diagnostic Ultrasonography ," 8,195 "," 8,215 "," 7,825 "," 8,980 "," 7,760 "," 7,635 "," 8,580 "," 8,100 "," 7,555 "," 8,630 "," 7,340 "," 6,605 "," 95,420 "
 Y59 , RHM , University Hospital Southampton NHS Foundation Trust , Fluoroscopy ," 1,375 "," 1,485 "," 1,385 "," 1,575 "," 1,455 "," 1,465 "," 1,605 "," 1,450 "," 1,330 "," 1,515 "," 1,410 "," 1,285 "," 17,340 "
 Y59 , RHM , University Hospital Southampton NHS Foundation Trust , Magnetic Resonance Imaging ," 3,405 "," 3,530 "," 3,130 "," 3,515 "," 3,305 "," 3,490 "," 3,920 "," 3,545 "," 3,445 "," 3,965 "," 3,405 "," 2,745 "," 41,400 "
 Y59 , RHM , University Hospital Southampton NHS Foundation Trust , Nuclear Medicine Procedure , 210 , 270 , 270 , 320 , 235 , 285 , 260 , 285 , 230 , 300 , 240 , 240 ," 3,145 "
 Y59 , RHM , University Hospital Southampton NHS Foundation Trust , Plain Radiography ," 15,900 "," 16,630 "," 15,875 "," 17,240 "," 15,185 "," 15,675 "," 16,525 "," 15,855 "," 15,385 "," 16,760 "," 15,175 "," 12,415 "," 188,620 "
 Y59 , RHM , University Hospital Southampton NHS Foundation Trust , Positron Emission Tomography , 175 , 205 , 190 , 185 , 180 , 180 , 200 , 205 , 185 , 200 , 165 , 200 ," 2,275 "
 Y59 , RHM , University Hospital Southampton NHS Foundation Trust , Single Photon Emission Computerized Tomography , 130 , 165 , 190 , 185 , 165 , 180 , 180 , 175 , 140 , 135 , 145 , 155 ," 1,950 "
 Y59 , RYR , Western Sussex Hospitals NHS Foundation Trust , Computerized Axial Tomography ," 3,940 "," 3,635 "," 4,035 "," 3,655 "," 4,440 "," 4,145 "," 4,485 "," 4,475 "," 4,155 "," 4,465 "," 4,170 "," 3,790 "," 49,390 "
 Y59 , RYR , Western Sussex Hospitals NHS Foundation Trust , Diagnostic Ultrasonography ," 6,980 "," 7,380 "," 6,930 "," 7,370 "," 6,825 "," 6,880 "," 7,470 "," 6,950 "," 6,375 "," 7,330 "," 6,450 "," 5,860 "," 82,805 "
 Y59 , RYR , Western Sussex Hospitals NHS Foundation Trust , Fluoroscopy , 470 , 555 , 535 , 565 , 525 , 555 , 610 , 510 , 475 , 550 , 505 , 425 ," 6,280 "
 Y59 , RYR , Western Sussex Hospitals NHS Foundation Trust , Magnetic Resonance Imaging ," 2,195 "," 1,620 "," 2,070 "," 1,330 "," 2,210 "," 2,210 "," 2,200 "," 2,205 "," 2,225 "," 2,370 "," 2,260 "," 1,960 "," 24,865 "
 Y59 , RYR , Western Sussex Hospitals NHS Foundation Trust , Nuclear Medicine Procedure , 320 , 325 , 310 , 325 , 295 , 290 , 330 , 295 , 330 , 395 , 345 , 290 ," 3,845 "
 Y59 , RYR , Western Sussex Hospitals NHS Foundation Trust , Plain Radiography ," 15,880 "," 15,975 "," 15,700 "," 13,670 "," 14,970 "," 15,320 "," 16,515 "," 15,675 "," 14,850 "," 16,115 "," 14,960 "," 11,770 "," 181,395 "
 Y59 , RYR , Western Sussex Hospitals NHS Foundation Trust , Single Photon Emission Computerized Tomography , 15 , 20 , 15 , 15 , 10 , 10 , 10 , 10 , 15 , 20 , 10 , 10 , 165 
